ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1459987200000,3.2349916026,-1.7395130398,7.7102608347,3.2349916026,3.2349916026,-0.1543218534,-0.1543218534,-0.1543218534,0.0220818,0.0220818,0.0220818,-0.1764036534,-0.1764036534,-0.1764036534,0.0,0.0,0.0,3.0806697492
1460073600000,3.2312006009,-2.092599155,7.9681545061,3.2312006009,3.2312006009,-0.3236324762,-0.3236324762,-0.3236324762,-0.0919453269,-0.0919453269,-0.0919453269,-0.2316871493,-0.2316871493,-0.2316871493,0.0,0.0,0.0,2.9075681248
1460160000000,3.2274095993,-1.973603241,8.0271736483,3.2274095993,3.2274095993,-0.1108430497,-0.1108430497,-0.1108430497,0.1742441794,0.1742441794,0.1742441794,-0.2850872291,-0.2850872291,-0.2850872291,0.0,0.0,0.0,3.1165665495
1460246400000,3.2236185976,-2.3097518542,7.849675514,3.2236185976,3.2236185976,-0.8258405686,-0.8258405686,-0.8258405686,-0.4900668296,-0.4900668296,-0.4900668296,-0.335773739,-0.335773739,-0.335773739,0.0,0.0,0.0,2.397778029
1460332800000,3.2198275959,-2.1329195882,7.6879320783,3.2198275959,3.2198275959,-0.2882337655,-0.2882337655,-0.2882337655,0.0947317055,0.0947317055,0.0947317055,-0.382965471,-0.382965471,-0.382965471,0.0,0.0,0.0,2.9315938304
1460419200000,3.2160365942,-1.9469503961,7.5331213393,3.2160365942,3.2160365942,-0.3115161997,-0.3115161997,-0.3115161997,0.1144298054,0.1144298054,0.1144298054,-0.4259460051,-0.4259460051,-0.4259460051,0.0,0.0,0.0,2.9045203945
1460505600000,3.2122455926,-1.9574111613,7.7352453129,3.2122455926,3.2122455926,-0.2875536246,-0.2875536246,-0.2875536246,0.1765246662,0.1765246662,0.1765246662,-0.4640782908,-0.4640782908,-0.4640782908,0.0,0.0,0.0,2.9246919679
1460592000000,3.2084545909,-1.8087274588,7.7574243538,3.2084545909,3.2084545909,-0.474735821,-0.474735821,-0.474735821,0.0220818,0.0220818,0.0220818,-0.496817621,-0.496817621,-0.496817621,0.0,0.0,0.0,2.7337187699
1460678400000,3.2046635892,-2.1978786781,7.7689707609,3.2046635892,3.2046635892,-0.6156680147,-0.6156680147,-0.6156680147,-0.0919453269,-0.0919453269,-0.0919453269,-0.5237226878,-0.5237226878,-0.5237226878,0.0,0.0,0.0,2.5889955745
1460764800000,3.2004483173,-1.7641236371,7.9815628177,3.2004483173,3.2004483173,-0.3702202697,-0.3702202697,-0.3702202697,0.1742441794,0.1742441794,0.1742441794,-0.5444644491,-0.5444644491,-0.5444644491,0.0,0.0,0.0,2.8302280476
1460851200000,3.1962330453,-2.6716798826,7.3906161904,3.1962330453,3.1962330453,-1.0488994137,-1.0488994137,-1.0488994137,-0.4900668296,-0.4900668296,-0.4900668296,-0.5588325842,-0.5588325842,-0.5588325842,0.0,0.0,0.0,2.1473336316
1460937600000,3.1920177734,-2.4435554954,7.3798036806,3.1920177734,3.1920177734,-0.4720076663,-0.4720076663,-0.4720076663,0.0947317055,0.0947317055,0.0947317055,-0.5667393718,-0.5667393718,-0.5667393718,0.0,0.0,0.0,2.7200101071
1461024000000,3.1878025014,-1.8817552883,7.5269948103,3.1878025014,3.1878025014,-0.4537910779,-0.4537910779,-0.4537910779,0.1144298054,0.1144298054,0.1144298054,-0.5682208833,-0.5682208833,-0.5682208833,0.0,0.0,0.0,2.7340114235
1461110400000,3.1835872295,-2.2614681304,7.4334155336,3.1835872295,3.1835872295,-0.3869107815,-0.3869107815,-0.3869107815,0.1765246662,0.1765246662,0.1765246662,-0.5634354478,-0.5634354478,-0.5634354478,0.0,0.0,0.0,2.7966764479
1461196800000,3.1793719575,-2.5438073629,7.7978265275,3.1793719575,3.1793719575,-0.5305776102,-0.5305776102,-0.5305776102,0.0220818,0.0220818,0.0220818,-0.5526594102,-0.5526594102,-0.5526594102,0.0,0.0,0.0,2.6487943473
1461283200000,3.1751566856,-2.371725954,7.4698091671,3.1751566856,3.1751566856,-0.6282255973,-0.6282255973,-0.6282255973,-0.0919453269,-0.0919453269,-0.0919453269,-0.5362802704,-0.5362802704,-0.5362802704,0.0,0.0,0.0,2.5469310883
1461369600000,3.1709414136,-2.2906951534,7.2878720284,3.1709414136,3.1709414136,-0.3405431738,-0.3405431738,-0.3405431738,0.1742441794,0.1742441794,0.1742441794,-0.5147873532,-0.5147873532,-0.5147873532,0.0,0.0,0.0,2.8303982398
1461456000000,3.1667261417,-2.4051457997,6.8879078913,3.1667261417,3.1667261417,-0.9788270518,-0.9788270518,-0.9788270518,-0.4900668296,-0.4900668296,-0.4900668296,-0.4887602222,-0.4887602222,-0.4887602222,0.0,0.0,0.0,2.1878990898
1461542400000,3.1625108697,-2.0170481657,7.7145862084,3.1625108697,3.1625108697,-0.3641233998,-0.3641233998,-0.3641233998,0.0947317055,0.0947317055,0.0947317055,-0.4588551053,-0.4588551053,-0.4588551053,0.0,0.0,0.0,2.7983874699
